slot_idx,f,seed,direction,role,condition,layer,rows,n,exact,syndrome_ok,iterations,status,finite,symbol_errors,unsatisfied_checks,wall_s,rss_bytes,belief_max_prob,belief_mean_true_p,belief_mean_entropy,beliefs_conditioned,current_belief_label,belief_provenance,belief_shape_ok,transfer_eligible
96,1.0,2026091315,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,47,21,0.34622388500429224,132390912,0.9999811217301076,0.21785839632631604,2.367867312272471,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
97,1.2,2026091300,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,48,36,0.41625617298996076,132390912,0.8860961989940445,0.11777945313974458,3.7983376661657253,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
98,1.2,2026091300,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,45,43,0.378228368004784,132390912,0.6243051456479201,0.1299826374070234,4.161386207952877,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
99,1.2,2026091300,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,40,32,0.3851532520056935,132390912,0.9998845563013141,0.26021132957682347,3.2517442180516327,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
100,1.2,2026091300,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,45,43,0.38444882100156974,132390912,0.6243051456479201,0.1299826374070234,4.161386207952877,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
101,1.2,2026091300,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,48,36,0.4221901029959554,132390912,0.8860961989940445,0.11777945313974458,3.7983376661657253,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
102,1.2,2026091300,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,46,37,0.42070647499349434,132390912,0.9026154881506279,0.15839388418102038,3.7916452522289994,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
103,1.2,2026091301,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,46,32,0.42335291400377173,132390912,0.990475983239659,0.23373014312915874,3.1980519386403365,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
104,1.2,2026091301,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,42,0.3708242010034155,132390912,0.5921050031895367,0.09337227841460076,4.1398394571348645,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
105,1.2,2026091301,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,47,29,0.37000019299739506,132390912,0.874135751377022,0.151983338970479,3.706153123344328,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
106,1.2,2026091301,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,42,0.3725141489994712,132390912,0.5921050031895367,0.09337227841460076,4.1398394571348645,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
107,1.2,2026091301,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,46,32,0.422875082003884,132390912,0.990475983239659,0.23373014312915874,3.1980519386403365,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
108,1.2,2026091301,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,46,32,0.4257996489905054,132390912,0.9826199706054043,0.22852958110290394,3.299533299014618,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
109,1.2,2026091302,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,True,True,9,converged_exact,True,0,0,0.046075867998297326,132390912,1.0,0.9745112489965738,0.13011871769108607,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
110,1.2,2026091302,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,40,0.3737443179998081,132390912,0.7010753189294636,0.1457331840842114,4.143573323166277,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
111,1.2,2026091302,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,True,True,3,converged_exact,True,0,0,0.012907689000712708,132390912,0.9999999999999944,0.9620774782809793,0.21763467145647838,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
112,1.2,2026091302,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,40,0.3731103379977867,132390912,0.7010753189294636,0.1457331840842114,4.143573323166277,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
113,1.2,2026091302,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,True,True,9,converged_exact,True,0,0,0.042268101999070495,132390912,1.0,0.9745112489965738,0.13011871769108607,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
114,1.2,2026091302,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,10,converged_exact,True,0,0,0.049015500000678,132390912,1.0,0.9879498988429116,0.0647411408065513,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
115,1.2,2026091303,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,56,0.4213982740038773,132390912,0.5308068931968472,0.10071703762350112,4.195385973385539,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
116,1.2,2026091303,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,48,51,0.3793594079907052,132390912,0.5375088333516436,0.10488983551330397,4.2878188567063935,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
117,1.2,2026091303,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,46,48,0.3696482009981992,132390912,0.4808931100080442,0.09986856734744595,4.37197843232928,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
118,1.2,2026091303,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,48,51,0.370202201011125,132390912,0.5375088333516436,0.10488983551330397,4.2878188567063935,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
119,1.2,2026091303,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,56,0.42962268700648565,132390912,0.5308068931968472,0.10071703762350112,4.195385973385539,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
120,1.2,2026091303,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,46,48,0.42141596900182776,132390912,0.5338223508009706,0.09801500523808998,4.243869138477369,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
121,1.2,2026091304,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,True,True,7,converged_exact,True,0,0,0.031728506000945345,132390912,1.0,0.9890378511703105,0.10331150000140249,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
122,1.2,2026091304,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,13,8,0.37183956800436135,132390912,1.0,0.7575376000289681,1.1434063276853652,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
123,1.2,2026091304,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,True,True,5,converged_exact,True,0,0,0.020850963992415927,132390912,1.0,0.9917383955829859,0.030387702986559767,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
124,1.2,2026091304,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,13,8,0.3691036669915775,132390912,1.0,0.7575376000289681,1.1434063276853652,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
125,1.2,2026091304,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,True,True,7,converged_exact,True,0,0,0.03275866100739222,132390912,1.0,0.9890378511703105,0.10331150000140249,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
126,1.2,2026091304,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,4,converged_exact,True,0,0,0.019286587994429283,132390912,1.0,0.9999991880377981,1.347330263070965e-05,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
127,1.2,2026091305,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,33,28,0.43650773700210266,132390912,0.9999999236812445,0.40226657593915394,2.618478929155331,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
128,1.2,2026091305,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,38,0.3677420829917537,132390912,0.9997336742993765,0.20190020510481627,3.593710633067062,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
129,1.2,2026091305,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,16,5,0.3670754429913359,132390912,1.0,0.7352601235308718,1.105271836497935,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
130,1.2,2026091305,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,38,0.37804162899556104,132390912,0.9997336742993765,0.20190020510481627,3.593710633067062,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
131,1.2,2026091305,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,33,28,0.4190431839961093,132390912,0.9999999236812445,0.40226657593915394,2.618478929155331,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
132,1.2,2026091305,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,39,23,0.4220204119919799,132390912,0.9999999987532211,0.35058440129187124,1.8366442052274394,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
133,1.2,2026091306,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,21,19,0.41744300098798703,132390912,1.0,0.5939815725533588,1.90344443530806,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
134,1.2,2026091306,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,37,36,0.36691279099613894,132390912,0.99999580581281,0.2569488750051765,3.601792709731602,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
135,1.2,2026091306,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,True,True,10,converged_exact,True,0,0,0.04065294499741867,132390912,1.0,0.9582257708960824,0.19987018968083753,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
136,1.2,2026091306,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,37,36,0.37813227500009816,132390912,0.99999580581281,0.2569488750051765,3.601792709731602,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
137,1.2,2026091306,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,21,19,0.4376170070027001,132390912,1.0,0.5939815725533588,1.90344443530806,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
138,1.2,2026091306,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,13,converged_exact,True,0,0,0.0601554339955328,132390912,1.0,0.9997173888628508,0.0023840050677362635,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
139,1.2,2026091307,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,40,52,0.43789475300582126,132390912,0.7000878618458213,0.16152799517946848,4.040514928847289,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
140,1.2,2026091307,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,35,23,0.37725203900481574,132390912,0.9999073158410101,0.3693366239691653,2.7412611152107185,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
141,1.2,2026091307,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,37,19,0.3881551369995577,132390912,0.9999270953977579,0.36835744728571856,2.7910440078362084,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
142,1.2,2026091307,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,35,23,0.37439285599975847,132390912,0.9999073158410101,0.3693366239691653,2.7412611152107185,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
143,1.2,2026091307,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,40,52,0.4229521700035548,132390912,0.7000878618458213,0.16152799517946848,4.040514928847289,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
144,1.2,2026091307,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,8,converged_exact,True,0,0,0.037664154995582066,132390912,1.0,0.9993662270375954,0.0041629025736043155,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
145,1.2,2026091308,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,49,0.42927277700800914,132390912,0.6118938553215941,0.11637269039626841,4.037344938086921,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
146,1.2,2026091308,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,39,0.37758536099863704,132390912,0.6674798453096721,0.1462543473068993,3.99995281182968,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
147,1.2,2026091308,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,42,28,0.3713733040058287,132390912,0.8990976252430032,0.18413674526197704,3.4999413387869867,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
148,1.2,2026091308,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,39,0.37088259699521586,132390912,0.6674798453096721,0.1462543473068993,3.99995281182968,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
149,1.2,2026091308,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,49,0.4167116989992792,132390912,0.6118938553215941,0.11637269039626841,4.037344938086921,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
150,1.2,2026091308,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,45,39,0.42103920700901654,132390912,0.8411800165729224,0.1830624927474082,3.728262124511252,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
151,1.2,2026091309,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,True,True,80,converged_exact,True,0,0,0.3811832030041842,132390912,1.0,0.99363115902754,0.05253309170234605,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
152,1.2,2026091309,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,44,0.3686172839952633,132390912,0.7586680851987948,0.16002975856257948,4.042285120451335,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
153,1.2,2026091309,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,14,7,0.38125891899107955,132390912,1.0,0.7863448719379194,0.13456315147113804,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
154,1.2,2026091309,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,44,0.3677255850052461,132390912,0.7586680851987948,0.16002975856257948,4.042285120451335,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
155,1.2,2026091309,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,True,True,80,converged_exact,True,0,0,0.3735885249916464,132390912,1.0,0.99363115902754,0.05253309170234605,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
156,1.2,2026091309,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,15,converged_exact,True,0,0,0.06921371699718293,132390912,1.0,0.971415625834411,0.1932514197487272,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
157,1.2,2026091310,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,5,3,0.4144620860024588,132390912,1.0,0.9218750000039733,0.09865174056981289,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
158,1.2,2026091310,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,46,38,0.37676694900437724,132390912,0.6455090071567156,0.13131953667200325,3.929072603342256,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
159,1.2,2026091310,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,5,1,0.3665249519981444,132390912,1.0,0.9344946116765149,0.2205052411377166,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
160,1.2,2026091310,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,46,38,0.3665964269894175,132390912,0.6455090071567156,0.13131953667200325,3.929072603342256,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
161,1.2,2026091310,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,5,3,0.42559299399727024,132390912,1.0,0.9218750000039733,0.09865174056981289,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
162,1.2,2026091310,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,28,28,0.4311348119954346,132390912,0.9999999999134865,0.4593698208773116,2.3372042700992037,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
163,1.2,2026091311,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,28,18,0.4305001250031637,132390912,1.0,0.5634550721215181,1.0944657416492156,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
164,1.2,2026091311,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,48,0.38604361600300763,132390912,0.542535012052399,0.11873475690437595,4.170860576501358,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
165,1.2,2026091311,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,11,7,0.382044665995636,132390912,1.0,0.7820772198062347,0.9339806324755306,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
166,1.2,2026091311,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,43,48,0.36853761499514803,132390912,0.542535012052399,0.11873475690437595,4.170860576501358,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
167,1.2,2026091311,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,28,18,0.42312266999215353,132390912,1.0,0.5634550721215181,1.0944657416492156,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
168,1.2,2026091311,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,24,14,0.4202091300103348,132390912,1.0,0.5873243460430433,1.375598834206592,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
169,1.2,2026091312,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,42,0.4204187580035068,132390912,0.6690954732140392,0.12917287447361472,3.814435430184528,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
170,1.2,2026091312,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,33,0.370419151004171,132390912,0.8709756317815592,0.2079712799490778,3.613903474075973,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
171,1.2,2026091312,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,44,35,0.36644972300564405,132390912,0.6152930007739881,0.1627002638691019,3.786023231191458,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
172,1.2,2026091312,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,42,33,0.36976816100650467,132390912,0.8709756317815592,0.2079712799490778,3.613903474075973,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
173,1.2,2026091312,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,47,42,0.42812013799266424,132390912,0.6690954732140392,0.12917287447361472,3.814435430184528,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
174,1.2,2026091312,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,31,converged_exact,True,0,0,0.1463073170016287,132390912,1.0,0.9564496056780962,0.21697089188271942,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
175,1.2,2026091313,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,36,38,0.4367599830002291,132390912,0.8401817632595447,0.23765391810338315,3.542558746286536,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
176,1.2,2026091313,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,28,0.37086888699559495,132390912,0.9999857252517607,0.3311238951434811,2.921791709974376,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
177,1.2,2026091313,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,36,25,0.37174797600891907,132390912,0.9999999747383854,0.30973764870749143,2.983888107094342,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
178,1.2,2026091313,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,39,28,0.375990736996755,132390912,0.9999857252517607,0.3311238951434811,2.921791709974376,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
179,1.2,2026091313,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,36,38,0.4265836930135265,132390912,0.8401817632595447,0.23765391810338315,3.542558746286536,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
180,1.2,2026091313,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,True,True,7,converged_exact,True,0,0,0.0321510549983941,132390912,1.0,0.9992794067396276,0.007494160625739404,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
181,1.2,2026091314,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,57,0.41852885800471995,132390912,0.4103153189560679,0.11025201153205952,4.286572588218121,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
182,1.2,2026091314,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,41,0.3733432279987028,132390912,0.6089013829670149,0.0970718646036956,4.100320850529114,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
183,1.2,2026091314,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,46,48,0.3691946789913345,132390912,0.42383563341350944,0.09743518394838446,4.376192275640031,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
184,1.2,2026091314,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,49,41,0.36825221199251246,132390912,0.6089013829670149,0.0970718646036956,4.100320850529114,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
185,1.2,2026091314,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,57,0.42921780700271484,132390912,0.4103153189560679,0.11025201153205952,4.286572588218121,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
186,1.2,2026091314,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,47,57,0.42026989698933903,132390912,0.5217445415351282,0.08751092442740824,4.2777460327432655,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
187,1.2,2026091315,L1_TO_L2,SOURCE,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,39,0.417526645003818,132390912,0.8043457670338165,0.20141282949674633,3.585639989914875,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
188,1.2,2026091315,L1_TO_L2,CONTROL,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,47,51,0.37094681900634896,132390912,0.4437847374705603,0.09870699696729965,4.300644009513973,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
189,1.2,2026091315,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,52,64,False,False,90,converged_no_syndrome,True,43,37,0.36957914600498043,132390912,0.8060215128172116,0.17610922706264454,3.8642167884526657,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
190,1.2,2026091315,L2_TO_L1,SOURCE,L2_MARGINAL,L2,52,64,False,False,90,converged_no_syndrome,True,47,51,0.37025538699526805,132390912,0.4437847374705603,0.09870699696729965,4.300644009513973,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
191,1.2,2026091315,L2_TO_L1,CONTROL,L1_MARGINAL,L1,59,64,False,False,90,converged_no_syndrome,True,45,39,0.4211218599957647,132390912,0.8043457670338165,0.20141282949674633,3.585639989914875,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
192,1.2,2026091315,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,59,64,False,False,90,converged_no_syndrome,True,42,38,0.4210951640125131,132390912,0.765056248961959,0.1996103199973343,3.7122270142894847,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
