dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,76.0,2,3.714499995112419,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,0,True,False,0.0703125,0.0390625,0.015625,0.0078125,161.0,7,70.22080000024289,candidate_failed_verification,15,0,15,0,7,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0546875,0.046875,0.028645833333333332,161.0,12,132.43070000316948,candidate_failed_verification,22,0,22,0,12,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,2,True,False,0.0625,0.03125,0.09375,0.0546875,161.0,9,75.76999999582767,candidate_failed_verification,13,0,13,0,9,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,3,True,False,0.0859375,0.046875,0.078125,0.044270833333333336,161.0,11,91.5420000674203,candidate_failed_verification,17,0,17,0,11,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,224.0,2,19.141900003887713,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,6.0803999658674,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,5.034700036048889,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,6.540099973790348,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.0390625,0.0,0.0,224.0,9,71.40549994073808,,25,0,25,0,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0546875,0.015625,0.010416666666666666,224.0,12,105.17730005085468,candidate_failed_verification,24,0,24,0,12,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,2,False,False,0.0625,0.03125,0.078125,0.044270833333333336,224.0,20,96.88610001467168,syndrome_decode_failed,15,2,15,2,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,3,True,True,0.0859375,0.046875,0.0,0.0,224.0,11,96.25469997990876,,26,0,26,0,11,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,0,True,False,0.0703125,0.0390625,0.0625,0.0390625,161.0,8,69.03200002852827,candidate_failed_verification,10,0,10,0,8,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0546875,0.1171875,0.0703125,161.0,10,87.1087999548763,candidate_failed_verification,13,0,13,0,10,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,2,False,False,0.0625,0.03125,0.0859375,0.046875,161.0,20,76.16459997370839,syndrome_decode_failed,10,2,10,2,7,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,3,True,False,0.0859375,0.046875,0.0625,0.041666666666666664,161.0,9,79.26299993414432,candidate_failed_verification,12,0,12,0,9,channel_model=qary_symmetric; syndrome_symbols=43,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,11.378699913620949,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,160.0,1,2.026399946771562,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,160.0,0,1.94089999422431,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,160.0,0,2.0055000204592943,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.01953125,160.0,2,16.566299949772656,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,160.0,1,2.5565000250935555,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,160.0,0,2.4222000502049923,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,160.0,0,2.3882000241428614,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,False,0.015625,0.009765625,0.015625,0.0078125,204.0,2,21.900300052948296,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,15.140000032261014,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,204.0,1,7.77079991530627,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,8.790799998678267,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.015625,120.0,2,15.114700072444975,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,120.0,1,1.969899982213974,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,120.0,0,1.842399942688644,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,120.0,0,1.8477999838069081,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,False,0.015625,0.009765625,0.015625,0.0078125,204.0,2,26.129200006835163,candidate_failed_verification,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,11.06149994302541,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,204.0,1,6.590999895706773,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,9.398199967108667,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.01171875,0.0,0.0,160.0,2,12.257399968802929,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,160.0,1,3.0097999842837453,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,160.0,0,2.508800011128187,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,160.0,0,2.7015000814571977,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,0,True,True,0.03125,0.018229166666666668,0.0,0.0,224.0,4,37.07560000475496,,13,0,13,0,4,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,1,True,False,0.0703125,0.028645833333333332,0.015625,0.0078125,224.0,9,80.45999996829778,candidate_failed_verification,20,0,20,0,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,2,True,True,0.03125,0.0234375,0.0,0.0,224.0,4,38.595300051383674,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,3,True,False,0.0546875,0.041666666666666664,0.0546875,0.03125,224.0,7,91.04640001896769,candidate_failed_verification,11,0,11,0,7,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,False,0.015625,0.009765625,0.015625,0.009765625,288.0,2,22.68179995007813,candidate_failed_verification,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,9.254699922166765,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,288.0,1,6.363900029100478,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,9.509800001978874,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.009765625,0.0,0.0,204.0,2,40.19930004142225,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,9.270599926821887,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,204.0,1,6.336399936117232,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,204.0,1,9.089300059713423,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.015625,120.0,2,13.18609993904829,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,120.0,1,1.9005000358447433,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,120.0,0,1.8859000410884619,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,120.0,0,1.8019999843090773,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.009765625,0.0,0.0,288.0,2,40.26829998474568,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,8.630200056359172,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,288.0,1,7.059500087052584,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,10.85880002938211,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.01171875,0.0,0.0,120.0,2,11.036900104954839,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.02734375,0.0,0.0,120.0,3,19.122599973343313,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,False,0.015625,0.00390625,0.03125,0.0078125,120.0,1,1.9631999311968684,candidate_failed_verification,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.0625,0.015625,120.0,3,21.288399933837354,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.015625,120.0,2,12.96979992184788,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.02734375,0.03125,0.01953125,120.0,3,70.76470006722957,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00390625,0.0,0.0,120.0,1,22.7988000260666,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.03125,0.01953125,120.0,3,53.88119991403073,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,0,True,False,0.0703125,0.0390625,0.046875,0.028645833333333332,224.0,8,69.36939992010593,candidate_failed_verification,11,0,11,0,8,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0546875,0.0859375,0.046875,224.0,13,119.42349991295487,candidate_failed_verification,19,0,19,0,13,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,2,True,False,0.0625,0.03125,0.0390625,0.020833333333333332,224.0,9,91.12949995324016,candidate_failed_verification,16,0,16,0,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,3,False,False,0.0859375,0.046875,0.046875,0.036458333333333336,224.0,20,155.8149999473244,syndrome_decode_failed,19,2,19,2,10,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.015625,120.0,2,15.516299987211823,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.02734375,0.046875,0.0234375,120.0,2,17.335699987597764,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00390625,0.0,0.0,120.0,1,6.592000019736588,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.03125,0.0078125,120.0,3,19.87699989695102,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=22,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.01171875,0.0,0.0,160.0,2,11.428300058469176,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.02734375,0.0,0.0,160.0,3,22.090299986302853,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00390625,0.0,0.0,160.0,1,6.431799964047968,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.015625,0.0,0.0,160.0,3,25.252099963836372,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,13.979199924506247,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.02734375,0.03125,0.01953125,160.0,3,21.672400063835084,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00390625,0.0,0.0,160.0,1,6.542399991303682,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.03125,0.015625,160.0,3,22.73500000592321,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
