dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,runtime_s,notes,param_hash,parity_fraction,max_iter,osd_order,bp_method,mapping,llr_mode,bitplane_rate_mode,data_mode,q,frame_len_symbols,decoder,channel_model,check_fraction,row_weight
qldpc_synth_q4_ser0p08_flen64,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,2,2,0,0.5,0.09375,0.05078125,384.0,0.75,1.2186230000806972,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q8_ser0p01_flen128,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,4,0,0,1.0,0.009765625,0.0,644.0,0.4192708333333333,0.2120598000474274,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=516; verification_bits=128; success=4/4,b2c6fbab915c06c2,,20.0,,,,,,synthetic,8.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
qldpc_synth_q8_ser0p01_flen64,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,4,0,0,1.0,0.01171875,0.0,392.0,0.5104166666666666,0.0187844999600201,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=4/4,0b962a07318c87cc,,20.0,,,,,,synthetic,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
qldpc_synth_q8_ser0p03_flen128,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,4,0,0,1.0,0.0234375,0.0,896.0,0.5833333333333334,0.2440655999816954,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=4/4,43d014f94c106833,,20.0,,,,,,synthetic,8.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q8_ser0p03_flen64,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,4,0,0,1.0,0.03515625,0.0,512.0,0.6666666666666666,0.054879399947822,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q8_ser0p05_flen128,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,3,0,1,0.75,0.046875,0.00390625,896.0,0.5833333333333334,0.2254314000019803,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=3/4,43d014f94c106833,,20.0,,,,,,synthetic,8.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q8_ser0p05_flen64,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,3,0,1,0.75,0.0625,0.015625,512.0,0.6666666666666666,0.1220658000092953,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=3/4,522f89e80edee7a1,,20.0,,,,,,synthetic,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q8_ser0p08_flen128,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,2,1,1,0.5,0.078125,0.0234375,896.0,0.5833333333333334,1.6112461000448093,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,8.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q8_ser0p08_flen64,8,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,2,2,0,0.5,0.09375,0.0390625,512.0,0.6666666666666666,0.1153046999825164,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d16_bw100_blk0,16,100.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,0,4,0,0.0,0.19921875,0.18359375,640.0,0.625,0.851000800030306,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,70f03ad2a6815ec3,,20.0,,,,,,real_data,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d16_bw120_blk0,16,120.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,0,2,2,0.0,0.15625,0.1015625,640.0,0.625,3.079677600064315,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,b2c6fbab915c06c2,,20.0,,,,,,real_data,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
real_typeii_20db_d16_bw150_blk0,16,150.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,2,1,1,0.5,0.125,0.0703125,640.0,0.625,0.5867867999477312,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=2/4,522f89e80edee7a1,,20.0,,,,,,real_data,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d16_bw180_blk0,16,180.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,1,1,2,0.25,0.1171875,0.03515625,640.0,0.625,0.8680953000439331,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,43d014f94c106833,,20.0,,,,,,real_data,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d32_bw100_blk0,32,100.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,0,3,1,0.0,0.23046875,0.22265625,768.0,0.6,2.369497000006959,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=0/4,522f89e80edee7a1,,20.0,,,,,,real_data,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d32_bw120_blk0,32,120.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,1,2,1,0.25,0.18359375,0.10546875,768.0,0.6,3.6118222000077367,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,d3ef20759633ed3a,,20.0,,,,,,real_data,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d32_bw150_blk0,32,150.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,1,1,2,0.25,0.16015625,0.0390625,768.0,0.6,9.710232599987648,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,0b962a07318c87cc,,20.0,,,,,,real_data,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
real_typeii_20db_d32_bw180_blk0,32,180.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,1,1,2,0.25,0.16796875,0.0703125,768.0,0.6,2.821031800005585,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,70f03ad2a6815ec3,,20.0,,,,,,real_data,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d4_bw100_blk0,4,100.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,1,3,0,0.25,0.13671875,0.09765625,384.0,0.75,0.0807508999714627,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=1/4,43d014f94c106833,,20.0,,,,,,real_data,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d4_bw120_blk0,4,120.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,2,0,2,0.5,0.08984375,0.0546875,384.0,0.75,0.1248782000038772,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,d3ef20759633ed3a,,20.0,,,,,,real_data,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d4_bw150_blk0,4,150.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,2,1,1,0.5,0.0703125,0.0234375,384.0,0.75,0.2223951000487432,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,70f03ad2a6815ec3,,20.0,,,,,,real_data,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d4_bw180_blk0,4,180.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,3,1,0,0.75,0.04296875,0.01171875,384.0,0.75,0.4687649999978021,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=3/4,43d014f94c106833,,20.0,,,,,,real_data,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d64_bw100_blk0,64,100.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,,,,,4,0,4,0,0.0,0.24609375,0.203125,896.0,0.5833333333333334,12.875708000035957,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,d3ef20759633ed3a,,20.0,,,,,,real_data,64.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d64_bw120_blk0,64,120.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,,,,,4,0,4,0,0.0,0.23046875,0.11328125,896.0,0.5833333333333334,21.33028150000609,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,b2c6fbab915c06c2,,20.0,,,,,,real_data,64.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
real_typeii_20db_d64_bw150_blk0,64,150.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,,,,,4,0,3,1,0.0,0.22265625,0.15625,896.0,0.5833333333333334,11.8405431000283,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,70f03ad2a6815ec3,,20.0,,,,,,real_data,64.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d64_bw180_blk0,64,180.0,4,4,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,,,,,4,0,2,2,0.0,0.2578125,0.21875,896.0,0.5833333333333334,21.758566500036977,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,ec3c47203d968697,,20.0,,,,,,real_data,64.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
real_typeii_20db_d8_bw100_blk0,8,100.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,1,2,1,0.25,0.15234375,0.09765625,512.0,0.6666666666666666,2.1451900999527425,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=1/4,522f89e80edee7a1,,20.0,,,,,,real_data,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
real_typeii_20db_d8_bw120_blk0,8,120.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,2,1,1,0.5,0.125,0.07421875,512.0,0.6666666666666666,0.597834900021553,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,real_data,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d8_bw150_blk0,8,150.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,1,0,3,0.25,0.09375,0.0234375,512.0,0.6666666666666666,0.7181979999877512,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=1/4,43d014f94c106833,,20.0,,,,,,real_data,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
real_typeii_20db_d8_bw180_blk0,8,180.0,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,,,,,4,2,0,2,0.5,0.0859375,0.015625,512.0,0.6666666666666666,0.1066724000265821,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,real_data,8.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
