dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q4_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.03515625,0.0,0.0,160.0,9,37.2188999899663,,24,0,24,0,9,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.025,0.0,0.0,192.0,3,84.056599996984,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00625,0.0,0.0,192.0,1,13.074099988443777,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.01875,0.03125,0.015625,192.0,2,68.58180000563152,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.03515625,0.0,0.0,288.0,9,155.5575999955181,,25,0,25,0,9,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.04296875,0.015625,0.0078125,288.0,12,347.97150001395494,candidate_failed_verification,24,0,24,0,12,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen128,qldpc_reference,2,True,False,0.0625,0.03125,0.015625,0.0078125,288.0,8,148.46959998249076,candidate_failed_verification,15,0,15,0,8,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen128,qldpc_reference,3,True,True,0.0859375,0.046875,0.0,0.0,288.0,11,211.879400012549,,26,0,26,0,11,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,qldpc_reference,0,True,False,0.09375,0.05625,0.03125,0.015625,192.0,6,99.45810001227073,candidate_failed_verification,11,0,11,0,6,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,qldpc_reference,1,True,True,0.046875,0.0125,0.0,0.0,192.0,3,45.33359999186359,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,qldpc_reference,2,True,True,0.03125,0.01875,0.0,0.0,192.0,2,36.39320001821034,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,qldpc_reference,3,True,False,0.078125,0.04375,0.03125,0.01875,192.0,4,64.4109999993816,candidate_failed_verification,7,0,7,0,4,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen128,qldpc_reference,0,True,True,0.03125,0.01953125,0.0,0.0,288.0,4,351.81520000332966,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen128,qldpc_reference,1,True,True,0.0234375,0.0078125,0.0,0.0,288.0,3,66.66670000413433,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen128,qldpc_reference,2,True,True,0.0234375,0.013671875,0.0,0.0,288.0,3,226.7932999820914,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen128,qldpc_reference,3,True,True,0.015625,0.005859375,0.0,0.0,288.0,2,162.47280000243336,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0109375,0.0,0.0,352.0,2,194.6135000034701,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.0046875,0.0,0.0,352.0,1,113.34199999691918,,5,0,5,0,1,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.0046875,0.0,0.0,352.0,1,43.220399995334446,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.0046875,0.0,0.0,352.0,1,154.4821999850683,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.0390625,0.0,0.0,352.0,9,312.1763000090141,,25,0,25,0,9,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0453125,0.015625,0.0078125,352.0,12,451.331799995387,candidate_failed_verification,23,0,23,0,12,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen128,qldpc_reference,2,False,False,0.0625,0.028125,0.0390625,0.021875,352.0,20,481.5921999979764,syndrome_decode_failed,15,1,15,1,8,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen128,qldpc_reference,3,True,True,0.0859375,0.040625,0.0,0.0,352.0,11,645.8505000045989,,26,0,26,0,11,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen64,qldpc_reference,0,False,False,0.109375,0.0703125,0.03125,0.015625,160.0,20,66.5152000146918,syndrome_decode_failed,12,1,12,1,6,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen64,qldpc_reference,1,True,True,0.0625,0.02734375,0.0,0.0,160.0,4,95.6679999944754,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen64,qldpc_reference,2,True,True,0.046875,0.01953125,0.0,0.0,160.0,3,56.1701999977231,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p08_flen64,qldpc_reference,3,False,False,0.15625,0.078125,0.203125,0.1015625,160.0,20,122.21790000330657,syndrome_decode_failed,18,2,18,2,9,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.01171875,0.0,0.0,160.0,2,12.618400010978803,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.01171875,0.0,0.0,160.0,1,2.8426999924704432,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,160.0,0,3.232000017305836,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,160.0,0,2.5797999987844378,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.01171875,0.0,0.0,160.0,2,12.439699989045039,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.02734375,0.0,0.0,160.0,3,30.837099999189377,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.00390625,0.0,0.0,160.0,1,20.65809999476187,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.03125,0.015625,160.0,2,58.58879999141209,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen128,qldpc_reference,0,True,True,0.03125,0.0203125,0.0,0.0,352.0,4,416.77479998907074,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen128,qldpc_reference,1,True,False,0.0703125,0.0265625,0.015625,0.0046875,352.0,9,323.3202999981586,candidate_failed_verification,17,0,17,0,9,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen128,qldpc_reference,2,True,True,0.03125,0.0171875,0.0,0.0,352.0,4,187.77700001373887,,8,0,8,0,4,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p05_flen128,qldpc_reference,3,True,True,0.0546875,0.03125,0.0,0.0,352.0,7,557.4747999780811,,16,0,16,0,7,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,qldpc_reference,0,False,False,0.109375,0.0625,0.03125,0.009375,192.0,20,216.59549998003058,syndrome_decode_failed,12,1,12,1,6,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,qldpc_reference,1,True,True,0.0625,0.025,0.0,0.0,192.0,4,102.89499998907559,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,qldpc_reference,2,True,True,0.046875,0.028125,0.0,0.0,192.0,3,104.4633999990765,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,qldpc_reference,3,False,False,0.15625,0.08125,0.078125,0.028125,192.0,20,195.68689999869093,syndrome_decode_failed,18,2,18,2,8,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
