dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,110.0,1,3.5198999976273626,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0078125,0.0,0.0,160.0,2,12.904100003652275,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.046875,0.03125,0.01171875,160.0,6,51.570999989053234,candidate_failed_verification,8,0,8,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,33.18399999989197,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.046875,0.03125,160.0,3,43.29279999365099,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0078125,0.0,0.0,160.0,2,12.947100010933354,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.046875,0.03125,0.01171875,160.0,6,52.14459999115206,candidate_failed_verification,8,0,8,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,92.97650001826696,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.046875,0.03125,160.0,3,72.22290002391674,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,True,True,0.15625,0.05859375,0.0,0.0,160.0,10,84.65740000247024,,19,0,19,0,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,False,False,0.09375,0.046875,0.09375,0.0390625,160.0,20,37.37080001155846,syndrome_decode_failed,5,2,5,2,3,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.0078125,160.0,2,12.500499986344948,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,True,False,0.1875,0.06640625,0.09375,0.0546875,160.0,11,96.42789998906665,candidate_failed_verification,15,0,15,0,11,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,True,True,0.15625,0.05859375,0.0,0.0,160.0,10,85.10769999702461,,19,0,19,0,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,False,False,0.09375,0.046875,0.09375,0.0390625,160.0,20,38.070600014179945,syndrome_decode_failed,5,2,5,2,3,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.0078125,160.0,2,12.93890000670217,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,True,False,0.1875,0.06640625,0.09375,0.0546875,160.0,11,97.6414000033401,candidate_failed_verification,15,0,15,0,11,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,True,False,0.15625,0.05859375,0.0625,0.03125,160.0,8,67.90750002255663,candidate_failed_verification,18,0,18,0,8,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,True,False,0.09375,0.046875,0.03125,0.01171875,160.0,7,61.311199999181554,candidate_failed_verification,14,0,14,0,7,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,True,0.03125,0.01171875,0.0,0.0,160.0,2,19.117399991955608,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,False,False,0.1875,0.06640625,0.046875,0.0234375,160.0,20,108.79810000187717,syndrome_decode_failed,20,1,20,1,11,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,False,False,0.15625,0.05859375,0.09375,0.04296875,160.0,20,90.5625999730546,syndrome_decode_failed,17,1,17,1,9,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,True,False,0.09375,0.046875,0.09375,0.05078125,160.0,6,51.81910001556389,candidate_failed_verification,9,0,9,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,14.117000013357028,candidate_failed_verification,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,False,False,0.1875,0.06640625,0.09375,0.04296875,160.0,20,100.01829999964684,syndrome_decode_failed,16,1,16,1,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.34375,0.18229166666666666,98.0,20,70.28910002554767,syndrome_decode_failed,18,1,18,1,15,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.03125,0.020833333333333332,98.0,3,11.238799983402714,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.109375,0.046875,98.0,8,36.382999998750165,candidate_failed_verification,10,0,10,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,False,False,0.125,0.046875,0.03125,0.010416666666666666,98.0,20,31.24720000778325,syndrome_decode_failed,9,1,9,1,6,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.25,0.13020833333333334,98.0,20,43.89959998661652,syndrome_decode_failed,15,1,15,1,9,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,98.0,3,11.799200001405552,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.140625,0.07291666666666667,98.0,8,36.28849997767247,candidate_failed_verification,9,0,9,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,False,0.125,0.046875,0.09375,0.046875,98.0,7,29.966000001877546,candidate_failed_verification,8,0,8,0,7,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,True,False,0.21875,0.09375,0.3125,0.140625,98.0,9,38.215899985516444,candidate_failed_verification,12,0,12,0,9,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.03125,0.010416666666666666,98.0,3,11.686300014844164,candidate_failed_verification,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.078125,0.036458333333333336,98.0,7,31.046700023580343,candidate_failed_verification,10,0,10,0,7,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,False,0.125,0.046875,0.03125,0.010416666666666666,98.0,8,33.82650000276044,candidate_failed_verification,12,0,12,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.0078125,0.03125,0.01171875,160.0,2,11.330900015309453,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,1,False,False,0.09375,0.046875,0.0625,0.02734375,160.0,20,63.75949998619035,syndrome_decode_failed,10,1,10,1,6,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.015625,160.0,2,12.041300011333078,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q16_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.01953125,160.0,3,23.05819999310188,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,True,False,0.21875,0.09375,0.21875,0.11979166666666667,110.0,14,60.02979999175295,candidate_failed_verification,18,0,18,0,14,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.03125,0.015625,110.0,3,12.517499999376014,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.125,0.046875,110.0,7,31.497899995883927,candidate_failed_verification,9,0,9,0,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,False,False,0.125,0.046875,0.03125,0.015625,110.0,20,35.132699995301664,syndrome_decode_failed,11,1,11,1,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.25,0.13020833333333334,98.0,20,44.1415999957826,syndrome_decode_failed,15,1,15,1,9,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,98.0,3,12.063900008797646,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.140625,0.07291666666666667,98.0,8,36.867299990262836,candidate_failed_verification,9,0,9,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,False,0.125,0.046875,0.09375,0.046875,98.0,7,29.197299998486415,candidate_failed_verification,8,0,8,0,7,channel_model=qary_symmetric; syndrome_symbols=22,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.3125,0.14583333333333334,110.0,20,52.611199993407354,syndrome_decode_failed,17,1,17,1,11,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,110.0,3,12.72550001158379,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.0625,0.026041666666666668,110.0,7,30.613899987656623,candidate_failed_verification,10,0,10,0,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,False,0.125,0.046875,0.125,0.0625,110.0,7,30.088100000284612,candidate_failed_verification,12,0,12,0,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.3125,0.14583333333333334,110.0,20,52.17919999267906,syndrome_decode_failed,17,1,17,1,11,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,110.0,3,12.556000001495704,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.0625,0.026041666666666668,110.0,7,30.175499996403232,candidate_failed_verification,10,0,10,0,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,False,0.125,0.046875,0.125,0.0625,110.0,7,29.023800016148016,candidate_failed_verification,12,0,12,0,7,channel_model=qary_symmetric; syndrome_symbols=26,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,False,False,0.15625,0.05859375,0.09375,0.04296875,160.0,20,91.1717000126373,syndrome_decode_failed,17,1,17,1,9,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,True,False,0.09375,0.046875,0.09375,0.05078125,160.0,6,51.61129997577518,candidate_failed_verification,9,0,9,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,13.601300015579909,candidate_failed_verification,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,False,False,0.1875,0.06640625,0.09375,0.04296875,160.0,20,99.36399999423884,syndrome_decode_failed,16,1,16,1,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.15625,0.08854166666666667,128.0,20,55.82389998016879,syndrome_decode_failed,21,2,21,2,12,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.03125,0.015625,128.0,3,12.578399997437373,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.0625,0.020833333333333332,128.0,7,29.38910000375472,candidate_failed_verification,14,0,14,0,7,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,False,False,0.125,0.046875,0.046875,0.020833333333333332,128.0,20,35.181299987016246,syndrome_decode_failed,14,2,14,2,7,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,False,False,0.15625,0.05859375,0.09375,0.04296875,160.0,20,90.0928000046406,syndrome_decode_failed,17,1,17,1,9,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,True,False,0.09375,0.046875,0.09375,0.05078125,160.0,6,53.04570001317188,candidate_failed_verification,9,0,9,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,14.057099993806332,candidate_failed_verification,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,False,False,0.1875,0.06640625,0.09375,0.04296875,160.0,20,100.21049997885711,syndrome_decode_failed,16,1,16,1,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
real_typeii_20db_d8_bw120_blk0,qldpc_reference,0,False,False,0.21875,0.09375,0.265625,0.125,128.0,20,40.867700008675456,syndrome_decode_failed,20,5,20,5,8,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d8_bw120_blk0,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,13.059499993687496,,9,0,9,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d8_bw120_blk0,qldpc_reference,2,True,False,0.109375,0.036458333333333336,0.03125,0.010416666666666666,128.0,7,30.699299997650087,candidate_failed_verification,13,0,13,0,7,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d8_bw120_blk0,qldpc_reference,3,True,True,0.125,0.046875,0.0,0.0,128.0,8,36.015399993630126,,16,0,16,0,8,channel_model=qary_symmetric; syndrome_symbols=32,8,120,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
real_typeii_20db_d16_bw180_blk0,qldpc_reference,0,False,False,0.15625,0.05859375,0.09375,0.04296875,160.0,20,89.58919998258352,syndrome_decode_failed,17,1,17,1,9,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d16_bw180_blk0,qldpc_reference,1,True,False,0.09375,0.046875,0.09375,0.05078125,160.0,6,51.371100009419024,candidate_failed_verification,9,0,9,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d16_bw180_blk0,qldpc_reference,2,True,False,0.03125,0.01171875,0.03125,0.01171875,160.0,2,13.610199996037409,candidate_failed_verification,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d16_bw180_blk0,qldpc_reference,3,False,False,0.1875,0.06640625,0.09375,0.04296875,160.0,20,100.04740001750179,syndrome_decode_failed,16,1,16,1,10,channel_model=qary_symmetric; syndrome_symbols=32,16,180,real_data,16,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
real_typeii_20db_d8_bw180_blk0,qldpc_reference,0,True,False,0.140625,0.0625,0.109375,0.046875,98.0,8,35.67440001643263,candidate_failed_verification,10,0,10,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,180,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw180_blk0,qldpc_reference,1,True,False,0.046875,0.026041666666666668,0.0625,0.03125,98.0,3,12.433399999281392,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,180,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw180_blk0,qldpc_reference,2,True,False,0.046875,0.015625,0.0625,0.03125,98.0,3,13.75809998717159,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,180,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw180_blk0,qldpc_reference,3,True,False,0.109375,0.046875,0.046875,0.03125,98.0,7,30.11670001433231,candidate_failed_verification,8,0,8,0,7,channel_model=qary_symmetric; syndrome_symbols=22,8,180,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
real_typeii_20db_d8_bw180_blk0,qldpc_reference,0,True,False,0.140625,0.0625,0.140625,0.08333333333333333,98.0,8,36.41040000366047,candidate_failed_verification,11,0,11,0,8,channel_model=qary_symmetric; syndrome_symbols=22,8,180,real_data,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
