dataset_id,data_mode,dimension,bin_width_ps,q,frame_len_symbols,frame_cap,frames_used_actual,decoder,channel_model,check_fraction,row_weight,max_iter,method,method_status,backend_status,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
qldpc_synth_q8_ser0p01_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,0,2,0.5,0.02734375,0.015625,392.0,0.5104166666666666,0.0,0.03010460000950843,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=2/4,0b962a07318c87cc,False,reference_only
qldpc_synth_q16_ser0p01_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,3,0,1,0.75,0.02734375,0.0078125,640.0,0.625,0.0,1.3833722000126727,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=3/4,70f03ad2a6815ec3,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,2,1,0.25,0.1171875,0.12109375,480.0,0.46875,0.0,0.27093200001399964,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=352; verification_bits=128; success=1/4,eb5e714c53e22f14,False,reference_only
qldpc_synth_q16_ser0p03_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,0,3,0.25,0.05078125,0.02734375,640.0,0.625,0.0,0.7713848999992479,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,70f03ad2a6815ec3,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,1,3,0.0,0.1171875,0.0703125,544.0,0.53125,0.0,0.26702369999838993,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=416; verification_bits=128; success=0/4,518343e6f0434a1d,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,1,3,0.0,0.1171875,0.0703125,544.0,0.53125,0.0,0.9961482999788132,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=416; verification_bits=128; success=0/4,b2c6fbab915c06c2,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,1,2,0.25,0.1171875,0.046875,544.0,0.53125,0.0,0.544914299971424,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=416; verification_bits=128; success=1/4,50917cb7c2375b6e,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,1,2,0.25,0.1171875,0.09375,544.0,0.53125,0.0,0.5320662999874912,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=416; verification_bits=128; success=1/4,82608820f2d15e61,False,reference_only
qldpc_synth_q16_ser0p03_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,0,3,0.25,0.05078125,0.02734375,640.0,0.625,0.0,2.261886099993717,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,522f89e80edee7a1,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,1,3,0.0,0.1171875,0.0703125,544.0,0.53125,0.0,1.5892691000190098,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=416; verification_bits=128; success=0/4,e64615372a0de146,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,0.5211159999889787,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,43d014f94c106833,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,0.5349810000043362,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,70f03ad2a6815ec3,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,0,4,0.0,0.125,0.11328125,392.0,0.5104166666666666,0.0,0.13115379997179843,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,ec3c47203d968697,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,0,4,0.0,0.125,0.11328125,392.0,0.5104166666666666,0.0,0.5308047999860719,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,0b962a07318c87cc,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,1.4611165999958757,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,d3ef20759633ed3a,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,1.998204400006216,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,522f89e80edee7a1,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,1,3,0.0,0.125,0.1328125,440.0,0.5729166666666666,0.0,0.40811770001892,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=0/4,e64615372a0de146,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,1,3,0.0,0.125,0.1015625,440.0,0.5729166666666666,0.0,0.9585512999910861,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=0/4,b2c6fbab915c06c2,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,1,2,0.25,0.125,0.125,440.0,0.5729166666666666,0.0,0.13617570002679713,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=1/4,82608820f2d15e61,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.125,0.05859375,512.0,0.6666666666666666,0.0,0.1502430000109598,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,522f89e80edee7a1,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,2,2,0.0,0.125,0.07421875,512.0,0.6666666666666666,0.0,0.14345200001844205,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=0/4,d3ef20759633ed3a,False,reference_only
qldpc_synth_q16_ser0p03_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,0,3,0.25,0.05078125,0.02734375,640.0,0.625,0.0,4.874551600019913,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,50917cb7c2375b6e,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,2,1,0.25,0.125,0.07421875,512.0,0.6666666666666666,0.0,0.2742166999960318,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=1/4,43d014f94c106833,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,0,4,0.0,0.0859375,0.078125,392.0,0.5104166666666666,0.0,0.09972619998734444,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,0b962a07318c87cc,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,1,2,0.25,0.125,0.125,440.0,0.5729166666666666,0.0,1.7809887999901548,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=1/4,eb5e714c53e22f14,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,0,4,0.0,0.0859375,0.0703125,392.0,0.5104166666666666,0.0,0.2448251000023447,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,ec3c47203d968697,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,1,3,0.0,0.0859375,0.08203125,392.0,0.5104166666666666,0.0,0.10128109998186119,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,eb5e714c53e22f14,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,5.113591200002702,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,ec3c47203d968697,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,2,1,0.25,0.0859375,0.08984375,440.0,0.5729166666666666,0.0,0.39282480001566,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=3; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=1/4,e64615372a0de146,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,2,2,0.0,0.0859375,0.06640625,440.0,0.5729166666666666,0.0,0.10729929999797605,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=0/4,50917cb7c2375b6e,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,0,4,0.0,0.0859375,0.07421875,440.0,0.5729166666666666,0.0,0.10358730002189986,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=0/4,82608820f2d15e61,False,reference_only
real_typeii_20db_d16_bw180_blk0,real_data,16,180,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.1171875,0.078125,640.0,0.625,0.0,5.783152199990582,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,0b962a07318c87cc,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.0859375,0.03515625,512.0,0.6666666666666666,0.0,0.10676700001931749,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,d3ef20759633ed3a,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,2,2,0.0,0.0859375,0.06640625,440.0,0.5729166666666666,0.0,0.8169125999847893,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.4; row_weight=4; syndrome_symbols=26; syndrome_bits=312; verification_bits=128; success=0/4,518343e6f0434a1d,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,2,1,0.25,0.0859375,0.05859375,512.0,0.6666666666666666,0.0,0.11676589999115095,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=1/4,70f03ad2a6815ec3,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.125,0.07421875,512.0,0.6666666666666666,0.0,2.7929727000009734,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,518343e6f0434a1d,False,reference_only
qldpc_synth_q16_ser0p03_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,0,3,0.25,0.05078125,0.02734375,640.0,0.625,0.0,7.289595199981704,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,b2c6fbab915c06c2,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,1,2,1,0.25,0.0859375,0.05859375,512.0,0.6666666666666666,0.0,0.6026330000022426,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=1/4,43d014f94c106833,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,0,1,3,0.0,0.0859375,0.08203125,392.0,0.5104166666666666,0.0,1.8941600000252947,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=0/4,b2c6fbab915c06c2,False,reference_only
real_typeii_20db_d8_bw180_blk0,real_data,8,180,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.0859375,0.03515625,512.0,0.6666666666666666,0.0,1.1790080999780912,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,522f89e80edee7a1,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.125,0.07421875,512.0,0.6666666666666666,0.0,3.2322530999954324,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,50917cb7c2375b6e,False,reference_only
real_typeii_20db_d8_bw120_blk0,real_data,8,120,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.125,0.07421875,512.0,0.6666666666666666,0.0,2.6580593999824487,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,70f03ad2a6815ec3,False,reference_only
