call_id,source,block_seed,arm,pass_index,used_inc1,used_inc2,matrix_id,joint,h1_matrix_id,frame_ids,held_out_ordinal_start,held_out_ordinal_end,pairs_count,sampling_mode,max_iter,damping_alpha,errors_initial,errors_final,exact_l2,exact_u1,exact_full,syndrome_ok_l2,syndrome_ok_l1,wrong_codeword_l2,wrong_codeword_l1,target_tag,candidate_tag,tag_ok,tag_scope,reclassified,iterations_l1,iterations_l2,bp_posterior_entropy,mean_abs_diff_q_p,leak_total,leak_stage1,leak_stage2,status,runtime_s
C065,2M,395208,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3317,3318,3319,3320",401,404,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,271,0,True,True,True,True,True,False,False,cf21d660ce0e4481,cf21d660ce0e4481,True,l2_only,exact,1,27,0.00028822309408993826,0.0005455564014638085,1104,1144,1184,converged_exact,1.6354369000036968
C066,2M,395209,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3361,3362,3363,3364",445,448,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,255,0,True,True,True,True,True,False,False,db79135b7c3dbe5a,db79135b7c3dbe5a,True,l2_only,exact,2,7,4.035123042617171e-06,0.0008539468934184744,1104,1144,1184,converged_exact,0.429570500011323
C067,2M,395210,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3407,3408,3409,3410",491,494,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,249,17,False,True,False,False,True,False,False,139f7d7a908bb793,bc1d46aed6fdd845,False,l2_only,decoder_non_syndrome_failure,1,90,7.43788978876612e-05,0.0005695880919595225,1104,1144,1184,converged_no_syndrome,5.473497400002088
C068,2M,395210,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3407,3408,3409,3410",491,494,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,249,0,True,True,True,True,True,False,False,139f7d7a908bb793,139f7d7a908bb793,True,l2_only,exact,1,15,7.43788978876612e-05,0.0005695880919595225,1144,1144,1184,converged_exact,0.9329305999999633
C069,2M,395211,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3454,3455,3456,3457",538,541,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,253,37,False,True,False,False,True,False,False,c80235929c9c4f0b,6e231e4d6e9e29f3,False,l2_only,decoder_non_syndrome_failure,1,90,0.0034262089402788045,0.0007273522972681317,1104,1144,1184,converged_no_syndrome,5.439479900000151
C070,2M,395211,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3454,3455,3456,3457",538,541,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,253,31,False,True,False,False,True,False,False,c80235929c9c4f0b,44c64da4876b6a63,False,l2_only,decoder_non_syndrome_failure,1,90,0.0034262089402788045,0.0007273522972681317,1144,1144,1184,converged_no_syndrome,5.875285700007225
C071,2M,395211,stage2,3,True,True,lane_c_2M_s383302+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"3454,3455,3456,3457",538,541,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,253,50,False,True,False,False,True,False,False,c80235929c9c4f0b,e2c9598fe54c68e8,False,l2_only,decoder_non_syndrome_failure,1,90,0.0034262089402788045,0.0007273522972681317,1184,1144,1184,converged_no_syndrome,6.003223899999284
C072,2M,395212,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3500,3501,3502,3503",584,587,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,266,31,False,True,False,False,True,False,False,c73b42d05ee4a8df,de6c7faba516ef26,False,l2_only,decoder_non_syndrome_failure,1,90,0.002022015744065106,0.0006832551971807284,1104,1144,1184,converged_no_syndrome,5.408662000001641
C073,2M,395212,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3500,3501,3502,3503",584,587,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,266,0,True,True,True,True,True,False,False,c73b42d05ee4a8df,c73b42d05ee4a8df,True,l2_only,exact,1,49,0.002022015744065106,0.0006832551971807284,1144,1144,1184,converged_exact,3.0422097999980906
C074,2M,395213,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3547,3548,3549,3550",631,634,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,250,25,False,True,False,False,True,False,False,b5361169c36ee86e,118b855ddef9319e,False,l2_only,decoder_non_syndrome_failure,2,90,2.438596846988409e-07,0.0006059621084381225,1104,1144,1184,converged_no_syndrome,5.385393999997177
C075,2M,395213,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3547,3548,3549,3550",631,634,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,250,0,True,True,True,True,True,False,False,b5361169c36ee86e,b5361169c36ee86e,True,l2_only,exact,2,11,2.438596846988409e-07,0.0006059621084381225,1144,1144,1184,converged_exact,0.6764781000092626
C076,2M,395214,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3593,3594,3595,3596",677,680,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,283,244,False,True,False,False,True,False,False,6d1ceb65b62b6d2b,bf0a9896aeaef320,False,l2_only,decoder_non_syndrome_failure,1,90,0.00028807069503284364,0.0007655464759471911,1104,1144,1184,converged_no_syndrome,5.357868599996436
C077,2M,395214,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3593,3594,3595,3596",677,680,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,283,0,True,True,True,True,True,False,False,6d1ceb65b62b6d2b,6d1ceb65b62b6d2b,True,l2_only,exact,1,52,0.00028807069503284364,0.0007655464759471911,1144,1144,1184,converged_exact,3.2344329000043217
C078,2M,395215,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3633,3634,3635,3636",717,720,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,255,22,False,True,False,False,True,False,False,e8e8a65de6c0c566,22b2e50ec630f4d9,False,l2_only,decoder_non_syndrome_failure,2,90,3.387011911740826e-05,0.0009535800039257427,1104,1144,1184,converged_no_syndrome,5.3458212000114145
C079,2M,395215,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3633,3634,3635,3636",717,720,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,255,0,True,True,True,True,True,False,False,e8e8a65de6c0c566,e8e8a65de6c0c566,True,l2_only,exact,2,9,3.387011911740826e-05,0.0009535800039257427,1144,1144,1184,converged_exact,0.5570071999973152
